model	k_fold	train-spearman_corr	train-spearman_pvalue	train-pearson_corr	train-pearson_pvalue	train-f1_score	train-f1_scores_label1	train-f1_scores_label0	train-recall_label1	train-recall_label0	train-precision_label1	train-precision_label0	test-spearman_corr	test-spearman_pvalue	test-pearson_corr	test-pearson_pvalue	test-f1_score	test-f1_scores_label1	test-f1_scores_label0	test-recall_label1	test-recall_label0	test-precision_label1	test-precision_label0	test.iov-spearman_corr	test.iov-spearman_pvalue	test.iov-pearson_corr	test.iov-pearson_pvalue	test.iov-f1_score	test.iov-f1_scores_label1	test.iov-f1_scores_label0	test.iov-recall_label1	test.iov-recall_label0	test.iov-precision_label1	test.iov-precision_label0	test.oov-spearman_corr	test.oov-spearman_pvalue	test.oov-pearson_corr	test.oov-pearson_pvalue	test.oov-f1_score	test.oov-f1_scores_label1	test.oov-f1_scores_label0	test.oov-recall_label1	test.oov-recall_label0	test.oov-precision_label1	test.oov-precision_label0	dev-spearman_corr	dev-spearman_pvalue	dev-pearson_corr	dev-pearson_pvalue	dev-f1_score	dev-f1_scores_label1	dev-f1_scores_label0	dev-recall_label1	dev-recall_label0	dev-precision_label1	dev-precision_label0	dev.iov-spearman_corr	dev.iov-spearman_pvalue	dev.iov-pearson_corr	dev.iov-pearson_pvalue	dev.iov-f1_score	dev.iov-f1_scores_label1	dev.iov-f1_scores_label0	dev.iov-recall_label1	dev.iov-recall_label0	dev.iov-precision_label1	dev.iov-precision_label0	dev.oov-spearman_corr	dev.oov-spearman_pvalue	dev.oov-pearson_corr	dev.oov-pearson_pvalue	dev.oov-f1_score	dev.oov-f1_scores_label1	dev.oov-f1_scores_label0	dev.oov-recall_label1	dev.oov-recall_label0	dev.oov-precision_label1	dev.oov-precision_label0	thr
multi-qa-MiniLM-L6-cos-v1	4	0.544	0.0	0.54	0.0	0.5853623636637335	0.5818666666666668	0.5869336143308745	0.9324786324786325	0.4279677295428352	0.4228682170542636	0.9337803855825649	0.517	0.0	0.491	0.0	0.5938736034392988	0.6285714285714286	0.5747663551401869	0.9447852760736196	0.4155405405405405	0.4709480122324159	0.9318181818181818	0.557	0.0	0.529	0.0	0.5889919727050421	0.5764192139737991	0.5941422594142259	0.9705882352941176	0.42771084337349397	0.40993788819875776	0.9726027397260274	0.505	0.0	0.5	0.0	0.6026475298505951	0.6743295019157088	0.5502645502645502	0.9263157894736842	0.4	0.5301204819277109	0.8813559322033898	0.492	0.0	0.469	0.0	0.49079535263424107	0.43792325056433407	0.5049701789264414	0.97	0.34048257372654156	0.282798833819242	0.9769230769230769	0.542	0.0	0.553	0.0	0.5869210510173594	0.6058091286307055	0.5777777777777777	0.9605263157894737	0.4140127388535032	0.44242424242424244	0.9558823529411765	0.524	0.0	0.502	0.0	0.4252012251584871	0.23762376237623764	0.4460431654676259	1.0	0.28703703703703703	0.1348314606741573	1.0	0.554
multi-qa-MiniLM-L6-cos-v1_mask	4	0.676	0.0	0.684	0.0	0.8078304329943731	0.6694835680751174	0.8700147710487445	0.6094017094017095	0.9051094890510949	0.7427083333333333	0.8375399928901529	0.67	0.0	0.656	0.0	0.7893733652658426	0.6736842105263158	0.8530805687203792	0.588957055214724	0.9121621621621622	0.7868852459016393	0.8011869436201781	0.688	0.0	0.674	0.0	0.8092955039700601	0.6615384615384615	0.8698224852071005	0.6323529411764706	0.8855421686746988	0.6935483870967742	0.8546511627906976	0.635	0.0	0.632	0.0	0.7705534293177814	0.6838709677419355	0.8338983050847458	0.5578947368421052	0.9461538461538461	0.8833333333333333	0.7454545454545455	0.622	0.0	0.641	0.0	0.8533040243868943	0.6497461928934011	0.9078771695594126	0.64	0.9115281501340483	0.6597938144329897	0.9042553191489362	0.673	0.0	0.684	0.0	0.8272704774867361	0.7153284671532848	0.8814589665653495	0.6447368421052632	0.9235668789808917	0.8032786885245902	0.8430232558139535	0.57	0.0	0.606	0.0	0.8857142857142858	0.5	0.9285714285714286	0.625	0.9027777777777778	0.4166666666666667	0.9558823529411765	0.554
multi-qa-distilbert-cos-v1	4	0.554	0.0	0.549	0.0	0.6391920996298257	0.6072943172179813	0.6535295584933899	0.9179487179487179	0.5032654629273915	0.45373891001267425	0.9317211948790897	0.427	0.0	0.42	0.0	0.5953541076838846	0.6021505376344085	0.5916114790286976	0.8588957055214724	0.4527027027027027	0.46357615894039733	0.8535031847133758	0.544	0.0	0.516	0.0	0.618983355825461	0.5882352941176471	0.631578947368421	0.9558823529411765	0.46987951807228917	0.42483660130718953	0.9629629629629629	0.31	0.0	0.293	0.0	0.5736944488655457	0.6147540983606559	0.5436893203883496	0.7894736842105263	0.4307692307692308	0.5033557046979866	0.7368421052631579	0.494	0.0	0.485	0.0	0.5225916811844524	0.4360189573459715	0.5458015267175572	0.92	0.38337801608579086	0.2857142857142857	0.9470198675496688	0.542	0.0	0.548	0.0	0.5787638397154454	0.5811965811965812	0.5775862068965517	0.8947368421052632	0.4267515923566879	0.43037974683544306	0.8933333333333333	0.512	0.0	0.513	0.0	0.4940250655785485	0.2553191489361702	0.5205479452054794	1.0	0.35185185185185186	0.14634146341463414	1.0	0.53
multi-qa-distilbert-cos-v1_mask	4	0.682	0.0	0.69	0.0	0.8017523367261485	0.6411824668705403	0.8739255014326647	0.5376068376068376	0.9373799462159047	0.7941919191919192	0.8185172760818518	0.686	0.0	0.661	0.0	0.7307049094738974	0.5394190871369294	0.8360413589364845	0.3987730061349693	0.956081081081081	0.8333333333333334	0.7427821522309711	0.714	0.0	0.695	0.0	0.8101388553974761	0.6379310344827587	0.8806818181818182	0.5441176470588235	0.9337349397590361	0.7708333333333334	0.8333333333333334	0.634	0.0	0.622	0.0	0.6442666666666667	0.44799999999999995	0.7876923076923078	0.29473684210526313	0.9846153846153847	0.9333333333333333	0.6564102564102564	0.627	0.0	0.64	0.0	0.8523897769153742	0.6206896551724138	0.9145077720207254	0.54	0.9463806970509383	0.7297297297297297	0.8847117794486216	0.666	0.0	0.673	0.0	0.8001013716530518	0.6446280991735538	0.8753623188405796	0.5131578947368421	0.9617834394904459	0.8666666666666667	0.8031914893617021	0.591	0.0	0.628	0.0	0.9081260218284655	0.5660377358490567	0.9461358313817331	0.625	0.9351851851851852	0.5172413793103449	0.957345971563981	0.53
multi-qa-mpnet-base-cos-v1	4	0.56	0.0	0.551	0.0	0.7052156011770212	0.6282587705181848	0.739806262671773	0.8341880341880342	0.6308106031502113	0.5038719669592153	0.8943355119825708	0.497	0.0	0.485	0.0	0.6840403263701994	0.6372549019607843	0.7098039215686274	0.7975460122699386	0.6114864864864865	0.5306122448979592	0.8457943925233645	0.532	0.0	0.51	0.0	0.6859506645983515	0.5882352941176472	0.7259786476868328	0.8088235294117647	0.6144578313253012	0.46218487394957986	0.8869565217391304	0.461	0.0	0.465	0.0	0.6852176051251314	0.6787330316742082	0.6899563318777292	0.7894736842105263	0.6076923076923076	0.5952380952380952	0.797979797979798	0.501	0.0	0.482	0.0	0.6069569362207191	0.4627659574468085	0.6456140350877193	0.87	0.4932975871313673	0.31521739130434784	0.934010152284264	0.585	0.0	0.586	0.0	0.7297297628556195	0.6596858638743456	0.7636363636363636	0.8289473684210527	0.6687898089171974	0.5478260869565217	0.8898305084745762	0.513	0.0	0.506	0.0	0.5079798442510307	0.2594594594594595	0.535593220338983	1.0	0.36574074074074076	0.14906832298136646	1.0	0.487
multi-qa-mpnet-base-cos-v1_mask	4	0.69	0.0	0.698	0.0	0.7930002286690542	0.6112017400761284	0.8747152619589977	0.48034188034188036	0.958893584325778	0.8400597907324364	0.8041237113402062	0.668	0.0	0.652	0.0	0.708451798891423	0.4913793103448276	0.8279883381924198	0.3496932515337423	0.9594594594594594	0.8260869565217391	0.7282051282051282	0.698	0.0	0.682	0.0	0.7706322954206559	0.5420560747663551	0.8642659279778395	0.4264705882352941	0.9397590361445783	0.7435897435897436	0.8	0.613	0.0	0.61	0.0	0.6442666666666667	0.44799999999999995	0.7876923076923078	0.29473684210526313	0.9846153846153847	0.9333333333333333	0.6564102564102564	0.638	0.0	0.636	0.0	0.8465015217836586	0.5939393939393939	0.9142125480153649	0.49	0.9571045576407506	0.7538461538461538	0.875	0.696	0.0	0.691	0.0	0.7898783977110155	0.6140350877192983	0.8749999999999999	0.4605263157894737	0.9808917197452229	0.9210526315789473	0.7897435897435897	0.595	0.0	0.633	0.0	0.9066502125325655	0.5490196078431373	0.9463869463869464	0.5833333333333334	0.9398148148148148	0.5185185185185185	0.9530516431924883	0.487
msmarco-distilbert-base-tas-b	4	0.469	0.0	0.466	0.0	0.5684290162904745	0.5715792248879514	0.5670130562216893	0.9264957264957265	0.40875912408759124	0.4132672512390393	0.9252173913043479	0.411	0.0	0.408	0.0	0.5448909320240589	0.596	0.5167464114832536	0.9141104294478528	0.36486486486486486	0.4421364985163205	0.8852459016393442	0.462	0.0	0.443	0.0	0.5565068549330161	0.5374449339207049	0.5643153526970954	0.8970588235294118	0.40963855421686746	0.3836477987421384	0.9066666666666666	0.389	0.0	0.39	0.0	0.5333443706325063	0.6446886446886446	0.4519774011299435	0.9263157894736842	0.3076923076923077	0.4943820224719101	0.851063829787234	0.417	0.0	0.391	0.0	0.48815211947028364	0.4220183486238533	0.5058823529411764	0.92	0.34584450402144773	0.27380952380952384	0.9416058394160584	0.452	0.0	0.456	0.0	0.5688229210483867	0.576271186440678	0.5652173913043478	0.8947368421052632	0.4140127388535032	0.425	0.8904109589041096	0.459	0.0	0.438	0.0	0.4354285714285714	0.24000000000000002	0.45714285714285713	1.0	0.2962962962962963	0.13636363636363635	1.0	0.177
msmarco-distilbert-base-tas-b_mask	4	0.623	0.0	0.622	0.0	0.7920617629657059	0.6408317580340265	0.8600368324125229	0.5794871794871795	0.8970418747598924	0.7167019027484144	0.8259639193491334	0.668	0.0	0.652	0.0	0.7917807483559666	0.6847457627118644	0.8507223113964688	0.6196319018404908	0.8952702702702703	0.7651515151515151	0.8103975535168195	0.649	0.0	0.629	0.0	0.8023144202736039	0.6399999999999999	0.8688046647230321	0.5882352941176471	0.8975903614457831	0.7017543859649122	0.8418079096045198	0.682	0.0	0.673	0.0	0.7817366946778712	0.7176470588235295	0.8285714285714286	0.6421052631578947	0.8923076923076924	0.8133333333333334	0.7733333333333333	0.578	0.0	0.61	0.0	0.8509373879408595	0.6349206349206349	0.9088507265521797	0.6	0.9222520107238605	0.6741573033707865	0.8958333333333334	0.62	0.0	0.615	0.0	0.803480047504018	0.6853146853146853	0.8606811145510835	0.6447368421052632	0.8853503184713376	0.7313432835820896	0.8373493975903614	0.495	0.0	0.547	0.0	0.8980565017030655	0.4782608695652174	0.9447004608294931	0.4583333333333333	0.9490740740740741	0.5	0.9403669724770642	0.177
msmarco-distilbert-dot-v5	4	0.495	0.0	0.488	0.0	0.6165881942896112	0.5933518005540166	0.6270325203252032	0.9153846153846154	0.47406838263542067	0.4389344262295082	0.9257314328582146	0.443	0.0	0.43	0.0	0.5520994620518953	0.6012024048096193	0.5250596658711216	0.9202453987730062	0.3716216216216216	0.44642857142857145	0.8943089430894309	0.483	0.0	0.467	0.0	0.6032861101354251	0.5662100456621004	0.6184738955823293	0.9117647058823529	0.463855421686747	0.4105960264900662	0.927710843373494	0.394	0.0	0.377	0.0	0.4897105508870215	0.6285714285714287	0.38823529411764707	0.9263157894736842	0.25384615384615383	0.4756756756756757	0.825	0.419	0.0	0.404	0.0	0.4373715086956683	0.4008810572687225	0.4471544715447155	0.91	0.2949061662198391	0.2570621468926554	0.9243697478991597	0.474	0.0	0.48	0.0	0.5945885247598593	0.5851528384279476	0.5991561181434599	0.881578947368421	0.45222929936305734	0.43790849673202614	0.8875	0.498	0.0	0.513	0.0	0.29662745098039217	0.21333333333333335	0.30588235294117644	1.0	0.18055555555555555	0.11940298507462686	1.0	0.205
msmarco-distilbert-dot-v5_mask	4	0.66	0.0	0.673	0.0	0.8060481359132889	0.6440501043841336	0.8788632326820603	0.5273504273504274	0.9504417979254706	0.8270777479892761	0.8173108688470433	0.699	0.0	0.679	0.0	0.7914522410571576	0.6641791044776119	0.8615384615384616	0.5460122699386503	0.9459459459459459	0.8476190476190476	0.7909604519774012	0.711	0.0	0.7	0.0	0.8315746079415177	0.6885245901639345	0.8901734104046242	0.6176470588235294	0.927710843373494	0.7777777777777778	0.8555555555555555	0.666	0.0	0.648	0.0	0.7507890731394697	0.6438356164383561	0.8289473684210527	0.49473684210526314	0.9692307692307692	0.9215686274509803	0.7241379310344828	0.604	0.0	0.65	0.0	0.870281925168056	0.6666666666666666	0.9248704663212435	0.58	0.9571045576407506	0.7837837837837838	0.8947368421052632	0.643	0.0	0.671	0.0	0.8107291966449364	0.6666666666666667	0.880466472303207	0.5394736842105263	0.9617834394904459	0.8723404255319149	0.8118279569892473	0.569	0.0	0.621	0.0	0.931002331002331	0.6666666666666667	0.9603729603729604	0.7083333333333334	0.9537037037037037	0.6296296296296297	0.9671361502347418	0.205
msmarco-bert-base-dot-v5	4	0.459	0.0	0.454	0.0	0.5781254220502193	0.5688122811742526	0.5823115053482911	0.9025641025641026	0.42873607376104494	0.41525756979944944	0.9073170731707317	0.46	0.0	0.45	0.0	0.6221132406369352	0.6263498920086392	0.6197802197802198	0.8895705521472392	0.47635135135135137	0.48333333333333334	0.8867924528301887	0.442	0.0	0.438	0.0	0.581849320365415	0.5638766519823788	0.5892116182572613	0.9411764705882353	0.42771084337349397	0.4025157232704403	0.9466666666666667	0.534	0.0	0.52	0.0	0.667815970572188	0.6864406779661018	0.6542056074766356	0.8526315789473684	0.5384615384615384	0.574468085106383	0.8333333333333334	0.431	0.0	0.396	0.0	0.4317774162990528	0.39293598233995586	0.4421906693711968	0.89	0.29222520107238603	0.2521246458923513	0.9083333333333333	0.471	0.0	0.481	0.0	0.577518567907643	0.5676855895196506	0.5822784810126583	0.8552631578947368	0.4394904458598726	0.42483660130718953	0.8625	0.526	0.0	0.501	0.0	0.3026785714285714	0.21428571428571425	0.3125	1.0	0.18518518518518517	0.12	1.0	0.095
msmarco-bert-base-dot-v5_mask	4	0.662	0.0	0.674	0.0	0.8014747492935855	0.6348873755893137	0.8763526698598545	0.517948717948718	0.948905109489051	0.8200270635994588	0.8141067897165458	0.73	0.0	0.709	0.0	0.7705662187784448	0.6196078431372549	0.8536953242835595	0.48466257668711654	0.956081081081081	0.8586956521739131	0.771117166212534	0.708	0.0	0.701	0.0	0.8096743635830294	0.6238532110091743	0.8857938718662953	0.5	0.9578313253012049	0.8292682926829268	0.8238341968911918	0.739	0.0	0.709	0.0	0.7316190018425058	0.6164383561643835	0.8157894736842106	0.47368421052631576	0.9538461538461539	0.8823529411764706	0.7126436781609196	0.652	0.0	0.687	0.0	0.8721934361684448	0.6705202312138728	0.9262613195342819	0.58	0.9597855227882037	0.7945205479452054	0.895	0.692	0.0	0.71	0.0	0.8132032890092848	0.6771653543307087	0.8790560471976402	0.5657894736842105	0.9490445859872612	0.8431372549019608	0.8186813186813187	0.6	0.0	0.646	0.0	0.9320376678020437	0.6521739130434783	0.9631336405529954	0.625	0.9675925925925926	0.6818181818181818	0.9587155963302753	0.095
msmarco-MiniLM-L6-cos-v5	4	0.457	0.0	0.459	0.0	0.6472549189940495	0.5916666666666666	0.6722408026755854	0.8495726495726496	0.5405301575105648	0.45388127853881277	0.8888186986734049	0.496	0.0	0.482	0.0	0.6774031749018811	0.6543778801843319	0.6900826446280991	0.8711656441717791	0.5641891891891891	0.5239852398523985	0.8882978723404256	0.434	0.0	0.429	0.0	0.622798826380916	0.54	0.6567164179104479	0.7941176470588235	0.5301204819277109	0.4090909090909091	0.8627450980392157	0.612	0.0	0.598	0.0	0.7402025957581514	0.7521367521367522	0.7314814814814814	0.9263157894736842	0.6076923076923076	0.6330935251798561	0.9186046511627907	0.375	0.0	0.362	0.0	0.5009440495978639	0.4085510688836104	0.5257142857142858	0.86	0.3699731903485255	0.26791277258566976	0.9078947368421053	0.417	0.0	0.429	0.0	0.617649096199293	0.5767441860465116	0.6374501992031872	0.8157894736842105	0.5095541401273885	0.4460431654676259	0.851063829787234	0.432	0.0	0.417	0.0	0.4043228686840054	0.23300970873786409	0.4233576642335767	1.0	0.26851851851851855	0.13186813186813187	1.0	0.563
msmarco-MiniLM-L6-cos-v5_mask	4	0.595	0.0	0.611	0.0	0.7671628054612417	0.5638528138528138	0.8585468585468586	0.44529914529914527	0.939684978870534	0.7684365781710915	0.7903069466882068	0.645	0.0	0.644	0.0	0.785529032605845	0.6515151515151515	0.8593272171253822	0.5276073619631901	0.9493243243243243	0.8514851485148515	0.7849162011173184	0.623	0.0	0.632	0.0	0.7837463392555647	0.5660377358490566	0.8729281767955801	0.4411764705882353	0.9518072289156626	0.7894736842105263	0.8061224489795918	0.649	0.0	0.639	0.0	0.7860547559871298	0.7088607594936708	0.8424657534246576	0.5894736842105263	0.9461538461538461	0.8888888888888888	0.7592592592592593	0.558	0.0	0.585	0.0	0.8410126424010052	0.5766871165644172	0.9118773946360154	0.47	0.9571045576407506	0.746031746031746	0.8707317073170732	0.594	0.0	0.616	0.0	0.7837768574794584	0.6101694915254237	0.867816091954023	0.47368421052631576	0.9617834394904459	0.8571428571428571	0.7905759162303665	0.519	0.0	0.535	0.0	0.9013026819923371	0.4888888888888889	0.9471264367816091	0.4583333333333333	0.9537037037037037	0.5238095238095238	0.9406392694063926	0.563
msmarco-MiniLM-L12-cos-v5	4	0.445	0.0	0.439	0.0	0.6291289077803965	0.5778820768553828	0.652163403432439	0.8418803418803419	0.5182481751824818	0.43992853952657435	0.8794002607561929	0.477	0.0	0.459	0.0	0.6158151369709677	0.619047619047619	0.6140350877192983	0.8773006134969326	0.47297297297297297	0.4782608695652174	0.875	0.454	0.0	0.428	0.0	0.5885976510850122	0.5395348837209302	0.6086956521739131	0.8529411764705882	0.463855421686747	0.3945578231292517	0.8850574712643678	0.511	0.0	0.513	0.0	0.6492189802534629	0.6882591093117408	0.6206896551724138	0.8947368421052632	0.4846153846153846	0.5592105263157895	0.863013698630137	0.392	0.0	0.386	0.0	0.5304656583726352	0.405	0.5641025641025641	0.81	0.4128686327077748	0.27	0.8901734104046243	0.39	0.0	0.416	0.0	0.5840358299310991	0.5395348837209303	0.6055776892430279	0.7631578947368421	0.4840764331210191	0.4172661870503597	0.8085106382978723	0.445	0.0	0.415	0.0	0.5007970682546955	0.2486486486486486	0.528813559322034	0.9583333333333334	0.3611111111111111	0.14285714285714285	0.9873417721518988	0.565
